station,valid,fx_valid,raw,is_tempo,fx_valid_end,sknt,drct,gust,visibility,presentwx,skyc,skyl,ws_level,ws_drct,ws_sknt,product_id,ftype
KACY,2026-01-01 23:20,2026-01-01 23:20,0200/0224 27008KT P6SM BKN070,False,,8.0,270.0,0.0,6.01,[],['BKN'],[7000],,,,202601012320-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-01 23:20,2026-01-02 17:00,FM021700 29014G23KT P6SM BKN060,False,,14.0,290.0,23.0,6.01,[],['BKN'],[6000],,,,202601012320-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-01 23:20,2026-01-02 22:00,FM022200 29008KT P6SM SCT070,False,,8.0,290.0,0.0,6.01,[],['SCT'],[7000],,,,202601012320-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 05:20,2026-01-02 05:20,0206/0306 27008KT P6SM BKN070,False,,8.0,270.0,0.0,6.01,[],['BKN'],[7000],,,,202601020520-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-02 05:20,2026-01-02 17:00,FM021700 29012G20KT P6SM BKN060,False,,12.0,290.0,20.0,6.01,[],['BKN'],[6000],,,,202601020520-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 05:20,2026-01-02 22:00,FM022200 29008KT P6SM SCT070,False,,8.0,290.0,0.0,6.01,[],['SCT'],[7000],,,,202601020520-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 11:20,2026-01-02 11:20,0212/0312 27008KT P6SM BKN070,False,,8.0,270.0,0.0,6.01,[],['BKN'],[7000],,,,202601021120-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-02 11:20,2026-01-02 17:00,FM021700 29012G20KT P6SM BKN060,False,,12.0,290.0,20.0,6.01,[],['BKN'],[6000],,,,202601021120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 11:20,2026-01-02 22:00,FM022200 29008KT P6SM FEW070,False,,8.0,290.0,0.0,6.01,[],['FEW'],[7000],,,,202601021120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 17:20,2026-01-02 17:20,0218/0318 26005KT P6SM OVC060,False,,5.0,260.0,0.0,6.01,[],['OVC'],[6000],,,,202601021720-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-02 17:20,2026-01-02 22:00,FM022200 29005KT P6SM SCT150,False,,5.0,290.0,0.0,6.01,[],['SCT'],[15000],,,,202601021720-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 17:20,2026-01-03 15:00,FM031500 31005KT P6SM BKN150,False,,5.0,310.0,0.0,6.01,[],['BKN'],[15000],,,,202601021720-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-02 23:20,2026-01-02 23:20,0300/0324 30007KT P6SM SCT150,False,,7.0,300.0,0.0,6.01,[],['SCT'],[15000],,,,202601022320-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-03 05:20,2026-01-03 05:20,0306/0406 30007KT P6SM SCT045 BKN080,False,,7.0,300.0,0.0,6.01,[],"['SCT', 'BKN']","[4500, 8000]",,,,202601030520-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-03 11:20,2026-01-03 11:20,0312/0412 30007KT P6SM SCT045 BKN060,False,,7.0,300.0,0.0,6.01,[],"['SCT', 'BKN']","[4500, 6000]",,,,202601031120-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-03 17:20,2026-01-03 17:20,0318/0418 30006KT P6SM SCT100 OVC200,False,,6.0,300.0,0.0,6.01,[],"['SCT', 'OVC']","[10000, 20000]",,,,202601031720-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-03 23:20,2026-01-03 23:20,0400/0424 31003KT P6SM BKN080,False,,3.0,310.0,0.0,6.01,[],['BKN'],[8000],,,,202601032320-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-03 23:20,2026-01-04 15:00,FM041500 31011KT P6SM FEW050,False,,11.0,310.0,0.0,6.01,[],['FEW'],[5000],,,,202601032320-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-03 23:20,2026-01-04 23:00,FM042300 31005KT P6SM SCT250,False,,5.0,310.0,0.0,6.01,[],['SCT'],[25000],,,,202601032320-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-04 05:26,2026-01-04 05:26,0406/0506 31010KT P6SM SCT050 BKN090,False,,10.0,310.0,0.0,6.01,[],"['SCT', 'BKN']","[5000, 9000]",,,,202601040526-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-04 11:20,2026-01-04 11:20,0412/0512 31010KT P6SM SCT050 BKN090,False,,10.0,310.0,0.0,6.01,[],"['SCT', 'BKN']","[5000, 9000]",,,,202601041120-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-04 17:22,2026-01-04 17:22,0418/0518 32008G14KT P6SM SKC,False,,8.0,320.0,14.0,6.01,[],['SKC'],[None],,,,202601041722-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-04 17:22,2026-01-05 00:00,FM050000 VRB04KT P6SM FEW250,False,,,,,6.01,[],['FEW'],[25000],,,,202601041722-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-04 23:24,2026-01-04 23:24,0500/0524 31004KT P6SM FEW250,False,,4.0,310.0,0.0,6.01,[],['FEW'],[25000],,,,202601042324-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-04 23:24,2026-01-05 05:00,FM050500 VRB03KT P6SM BKN250,False,,,,,6.01,[],['BKN'],[25000],,,,202601042324-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-04 23:24,2026-01-05 14:00,FM051400 18004KT P6SM BKN120,False,,4.0,180.0,0.0,6.01,[],['BKN'],[12000],,,,202601042324-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-04 23:24,2026-01-05 17:00,FM051700 18009KT P6SM BKN080,False,,9.0,180.0,0.0,6.01,[],['BKN'],[8000],,,,202601042324-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 05:22,2026-01-05 05:22,0506/0606 VRB04KT P6SM SCT080 OVC140,False,,,,,6.01,[],"['SCT', 'OVC']","[8000, 14000]",,,,202601050522-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-05 05:22,2026-01-05 17:00,FM051700 20007KT P6SM SCT030 BKN130,False,,7.0,200.0,0.0,6.01,[],"['SCT', 'BKN']","[3000, 13000]",,,,202601050522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 11:20,2026-01-05 11:20,0512/0612 VRB04KT P6SM SCT080 OVC140,False,,,,,6.01,[],"['SCT', 'OVC']","[8000, 14000]",,,,202601051120-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-05 11:20,2026-01-05 17:00,FM051700 20007KT P6SM SCT030 BKN130,False,,7.0,200.0,0.0,6.01,[],"['SCT', 'BKN']","[3000, 13000]",,,,202601051120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 11:20,2026-01-06 09:00,FM060900 VRB03KT P6SM SCT150 BKN220,False,,,,,6.01,[],"['SCT', 'BKN']","[15000, 22000]",,,,202601051120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 17:20,2026-01-05 17:20,0518/0618 18006KT P6SM BKN200,False,,6.0,180.0,0.0,6.01,[],['BKN'],[20000],,,,202601051720-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-05 17:20,2026-01-06 10:00,FM061000 VRB02KT P6SM BKN200,False,,,,,6.01,[],['BKN'],[20000],,,,202601051720-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 23:23,2026-01-05 23:23,0600/0624 19007KT P6SM OVC035,False,,7.0,190.0,0.0,6.01,[],['OVC'],[3500],,,,202601052323-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-05 23:23,2026-01-06 00:00,TEMPO 0600/0603 OVC025,True,2026-01-06 03:00,,,,,[],['OVC'],[2500],,,,202601052323-KPHI-FTUS41-TAFACY,Temporary
KACY,2026-01-05 23:23,2026-01-06 03:00,FM060300 19005KT P6SM BKN040 WS020/23035KT,False,,5.0,190.0,0.0,6.01,[],['BKN'],[4000],2000.0,230.0,35.0,202601052323-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 23:23,2026-01-06 06:00,FM060600 VRB03KT P6SM BKN150,False,,,,,6.01,[],['BKN'],[15000],,,,202601052323-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 23:23,2026-01-06 14:00,FM061400 14007KT P6SM BKN070,False,,7.0,140.0,0.0,6.01,[],['BKN'],[7000],,,,202601052323-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-05 23:23,2026-01-06 21:00,FM062100 14006KT P6SM BKN020,False,,6.0,140.0,0.0,6.01,[],['BKN'],[2000],,,,202601052323-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 00:56,2026-01-06 00:56,0601/0624 19007KT P6SM OVC035,False,,7.0,190.0,0.0,6.01,[],['OVC'],[3500],,,,202601060056-KPHI-FTUS41-TAFACY-AAA,Observation
KACY,2026-01-06 00:56,2026-01-06 03:00,FM060300 19005KT P6SM BKN040 WS020/23035KT,False,,5.0,190.0,0.0,6.01,[],['BKN'],[4000],2000.0,230.0,35.0,202601060056-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 00:56,2026-01-06 06:00,FM060600 VRB03KT P6SM BKN150,False,,,,,6.01,[],['BKN'],[15000],,,,202601060056-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 00:56,2026-01-06 14:00,FM061400 14007KT P6SM BKN070,False,,7.0,140.0,0.0,6.01,[],['BKN'],[7000],,,,202601060056-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 00:56,2026-01-06 21:00,FM062100 14006KT P6SM BKN020,False,,6.0,140.0,0.0,6.01,[],['BKN'],[2000],,,,202601060056-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 05:22,2026-01-06 05:22,0606/0706 23006KT P6SM SCT060 OVC210,False,,6.0,230.0,0.0,6.01,[],"['SCT', 'OVC']","[6000, 21000]",,,,202601060522-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-06 05:22,2026-01-06 13:00,FM061300 00000KT P6SM SCT210 OVC230,False,,0.0,0.0,0.0,6.01,[],"['SCT', 'OVC']","[21000, 23000]",,,,202601060522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:22,2026-01-06 19:00,FM061900 13005KT P6SM SCT050 OVC150,False,,5.0,130.0,0.0,6.01,[],"['SCT', 'OVC']","[5000, 15000]",,,,202601060522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:22,2026-01-06 23:00,FM062300 17005KT 6SM BR VCSH SCT002 OVC006,False,,5.0,170.0,0.0,6.0,"['BR', 'VCSH']","['SCT', 'OVC']","[200, 600]",,,,202601060522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:22,2026-01-07 01:00,FM070100 20006KT 6SM BR VCSH SCT001 OVC003 WS020/23035KT,False,,6.0,200.0,0.0,6.0,"['BR', 'VCSH']","['SCT', 'OVC']","[100, 300]",2000.0,230.0,35.0,202601060522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:22,2026-01-07 03:00,FM070300 19005KT 5SM BR VCSH SCT001 OVC003 WS020/23035KT,False,,5.0,190.0,0.0,5.0,"['BR', 'VCSH']","['SCT', 'OVC']","[100, 300]",2000.0,230.0,35.0,202601060522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:22,2026-01-07 05:00,FM070500 23005KT 4SM BR SCT001 OVC004 WS020/24040KT,False,,5.0,230.0,0.0,4.0,['BR'],"['SCT', 'OVC']","[100, 400]",2000.0,240.0,40.0,202601060522-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:25,2026-01-06 05:25,0606/0706 23006KT P6SM SCT060 OVC210,False,,6.0,230.0,0.0,6.01,[],"['SCT', 'OVC']","[6000, 21000]",,,,202601060525-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-06 05:25,2026-01-06 13:00,FM061300 VRB03KT P6SM SCT210 OVC230,False,,,,,6.01,[],"['SCT', 'OVC']","[21000, 23000]",,,,202601060525-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:25,2026-01-06 19:00,FM061900 13005KT P6SM SCT050 OVC150,False,,5.0,130.0,0.0,6.01,[],"['SCT', 'OVC']","[5000, 15000]",,,,202601060525-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:25,2026-01-06 23:00,FM062300 17005KT 6SM BR VCSH SCT002 OVC006,False,,5.0,170.0,0.0,6.0,"['BR', 'VCSH']","['SCT', 'OVC']","[200, 600]",,,,202601060525-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:25,2026-01-07 01:00,FM070100 20006KT 6SM BR VCSH SCT001 OVC003 WS020/23035KT,False,,6.0,200.0,0.0,6.0,"['BR', 'VCSH']","['SCT', 'OVC']","[100, 300]",2000.0,230.0,35.0,202601060525-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:25,2026-01-07 03:00,FM070300 19005KT 5SM BR VCSH SCT001 OVC003 WS020/23035KT,False,,5.0,190.0,0.0,5.0,"['BR', 'VCSH']","['SCT', 'OVC']","[100, 300]",2000.0,230.0,35.0,202601060525-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 05:25,2026-01-07 05:00,FM070500 23005KT 4SM BR SCT001 OVC004 WS020/24040KT,False,,5.0,230.0,0.0,4.0,['BR'],"['SCT', 'OVC']","[100, 400]",2000.0,240.0,40.0,202601060525-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-06 11:20,0612/0712 23006KT P6SM SCT060 OVC210,False,,6.0,230.0,0.0,6.01,[],"['SCT', 'OVC']","[6000, 21000]",,,,202601061120-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-06 11:20,2026-01-06 13:00,FM061300 VRB03KT P6SM SCT210 OVC230,False,,,,,6.01,[],"['SCT', 'OVC']","[21000, 23000]",,,,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-06 19:00,FM061900 13005KT P6SM SCT050 OVC150,False,,5.0,130.0,0.0,6.01,[],"['SCT', 'OVC']","[5000, 15000]",,,,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-06 23:00,FM062300 17005KT 6SM BR VCSH SCT002 OVC006,False,,5.0,170.0,0.0,6.0,"['BR', 'VCSH']","['SCT', 'OVC']","[200, 600]",,,,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-07 01:00,FM070100 20006KT 6SM BR VCSH SCT001 OVC003 WS020/23035KT,False,,6.0,200.0,0.0,6.0,"['BR', 'VCSH']","['SCT', 'OVC']","[100, 300]",2000.0,230.0,35.0,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-07 03:00,FM070300 19005KT 5SM BR VCSH SCT001 OVC003 WS020/23035KT,False,,5.0,190.0,0.0,5.0,"['BR', 'VCSH']","['SCT', 'OVC']","[100, 300]",2000.0,230.0,35.0,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-07 05:00,FM070500 23005KT 4SM BR SCT001 OVC004 WS020/24040KT,False,,5.0,230.0,0.0,4.0,['BR'],"['SCT', 'OVC']","[100, 400]",2000.0,240.0,40.0,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 11:20,2026-01-07 09:00,FM070900 26007KT P6SM SCT001 BKN130,False,,7.0,260.0,0.0,6.01,[],"['SCT', 'BKN']","[100, 13000]",,,,202601061120-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 17:44,2026-01-06 17:44,0618/0718 13005KT P6SM SCT050 OVC150,False,,5.0,130.0,0.0,6.01,[],"['SCT', 'OVC']","[5000, 15000]",,,,202601061744-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-06 17:44,2026-01-06 23:00,FM062300 17005KT 6SM BR OVC006,False,,5.0,170.0,0.0,6.0,['BR'],['OVC'],[600],,,,202601061744-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 17:44,2026-01-07 01:00,FM070100 20006KT 6SM BR VCSH OVC003 WS020/23035KT,False,,6.0,200.0,0.0,6.0,"['BR', 'VCSH']",['OVC'],[300],2000.0,230.0,35.0,202601061744-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 17:44,2026-01-07 08:00,FM070800 25006KT P6SM SCT100 WS020/26035KT,False,,6.0,250.0,0.0,6.01,[],['SCT'],[10000],2000.0,260.0,35.0,202601061744-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 17:44,2026-01-07 09:00,FM070900 26007KT P6SM SCT030,False,,7.0,260.0,0.0,6.01,[],['SCT'],[3000],,,,202601061744-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 17:44,2026-01-07 14:00,FM071400 27013G22KT P6SM FEW100,False,,13.0,270.0,22.0,6.01,[],['FEW'],[10000],,,,202601061744-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 21:42,2026-01-06 21:42,0622/0718 11005KT P6SM OVC015,False,,5.0,110.0,0.0,6.01,[],['OVC'],[1500],,,,202601062142-KPHI-FTUS41-TAFACY-AAA,Observation
KACY,2026-01-06 21:42,2026-01-06 23:00,FM062300 17005KT 6SM BR OVC006,False,,5.0,170.0,0.0,6.0,['BR'],['OVC'],[600],,,,202601062142-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 21:42,2026-01-07 01:00,FM070100 20006KT 6SM BR VCSH OVC003 WS020/23035KT,False,,6.0,200.0,0.0,6.0,"['BR', 'VCSH']",['OVC'],[300],2000.0,230.0,35.0,202601062142-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 21:42,2026-01-07 08:00,FM070800 25006KT P6SM SCT100 WS020/26035KT,False,,6.0,250.0,0.0,6.01,[],['SCT'],[10000],2000.0,260.0,35.0,202601062142-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 21:42,2026-01-07 09:00,FM070900 26007KT P6SM SCT030,False,,7.0,260.0,0.0,6.01,[],['SCT'],[3000],,,,202601062142-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 21:42,2026-01-07 14:00,FM071400 27013G22KT P6SM FEW100,False,,13.0,270.0,22.0,6.01,[],['FEW'],[10000],,,,202601062142-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-06 23:29,2026-01-06 23:29,0700/0724 15003KT P6SM OVC006,False,,3.0,150.0,0.0,6.01,[],['OVC'],[600],,,,202601062329-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-06 23:29,2026-01-07 03:00,FM070300 VRB03KT P6SM OVC003,False,,,,,6.01,[],['OVC'],[300],,,,202601062329-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 23:29,2026-01-07 07:00,FM070700 26007KT P6SM OVC005 WS020/24035KT,False,,7.0,260.0,0.0,6.01,[],['OVC'],[500],2000.0,240.0,35.0,202601062329-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 23:29,2026-01-07 11:00,FM071100 27010KT P6SM BKN020 WS020/25040KT,False,,10.0,270.0,0.0,6.01,[],['BKN'],[2000],2000.0,250.0,40.0,202601062329-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 23:29,2026-01-07 13:00,FM071300 28014G24KT P6SM SCT040,False,,14.0,280.0,24.0,6.01,[],['SCT'],[4000],,,,202601062329-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-06 23:29,2026-01-07 21:00,FM072100 29010G18KT P6SM SKC,False,,10.0,290.0,18.0,6.01,[],['SKC'],[None],,,,202601062329-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-07 01:17,2026-01-07 01:17,0701/0724 VRB03KT P6SM OVC005,False,,,,,6.01,[],['OVC'],[500],,,,202601070117-KPHI-FTUS41-TAFACY-AAA,Observation
KACY,2026-01-07 01:17,2026-01-07 05:00,FM070500 VRB03KT P6SM OVC003,False,,,,,6.01,[],['OVC'],[300],,,,202601070117-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-07 01:17,2026-01-07 07:00,FM070700 26007KT 4SM BR OVC005 WS020/24035KT,False,,7.0,260.0,0.0,4.0,['BR'],['OVC'],[500],2000.0,240.0,35.0,202601070117-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-07 01:17,2026-01-07 11:00,FM071100 27010KT P6SM BKN020 WS020/25040KT,False,,10.0,270.0,0.0,6.01,[],['BKN'],[2000],2000.0,250.0,40.0,202601070117-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-07 01:17,2026-01-07 13:00,FM071300 28014G24KT P6SM SCT040,False,,14.0,280.0,24.0,6.01,[],['SCT'],[4000],,,,202601070117-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-07 01:17,2026-01-07 21:00,FM072100 29010G18KT P6SM SKC,False,,10.0,290.0,18.0,6.01,[],['SKC'],[None],,,,202601070117-KPHI-FTUS41-TAFACY-AAA,Forecast
KACY,2026-01-07 01:33,2026-01-07 01:33,0702/0724 VRB03KT P6SM OVC005,False,,,,,6.01,[],['OVC'],[500],,,,202601070133-KPHI-FTUS41-TAFACY-AAB,Observation
KACY,2026-01-07 01:33,2026-01-07 02:00,TEMPO 0702/0705 OVC025,True,2026-01-07 05:00,,,,,[],['OVC'],[2500],,,,202601070133-KPHI-FTUS41-TAFACY-AAB,Temporary
KACY,2026-01-07 01:33,2026-01-07 05:00,FM070500 VRB03KT P6SM OVC003,False,,,,,6.01,[],['OVC'],[300],,,,202601070133-KPHI-FTUS41-TAFACY-AAB,Forecast
KACY,2026-01-07 01:33,2026-01-07 07:00,FM070700 26007KT 4SM BR OVC005 WS020/24035KT,False,,7.0,260.0,0.0,4.0,['BR'],['OVC'],[500],2000.0,240.0,35.0,202601070133-KPHI-FTUS41-TAFACY-AAB,Forecast
KACY,2026-01-07 01:33,2026-01-07 11:00,FM071100 27010KT P6SM BKN020 WS020/25040KT,False,,10.0,270.0,0.0,6.01,[],['BKN'],[2000],2000.0,250.0,40.0,202601070133-KPHI-FTUS41-TAFACY-AAB,Forecast
KACY,2026-01-07 01:33,2026-01-07 13:00,FM071300 28014G24KT P6SM SCT040,False,,14.0,280.0,24.0,6.01,[],['SCT'],[4000],,,,202601070133-KPHI-FTUS41-TAFACY-AAB,Forecast
KACY,2026-01-07 01:33,2026-01-07 21:00,FM072100 29010G18KT P6SM SKC,False,,10.0,290.0,18.0,6.01,[],['SKC'],[None],,,,202601070133-KPHI-FTUS41-TAFACY-AAB,Forecast
KACY,2026-01-07 02:06,2026-01-07 02:06,0702/0724 18003KT P6SM BKN035,False,,3.0,180.0,0.0,6.01,[],['BKN'],[3500],,,,202601070206-KPHI-FTUS41-TAFACY-AAC,Observation
KACY,2026-01-07 02:06,2026-01-07 05:00,FM070500 VRB03KT P6SM OVC015,False,,,,,6.01,[],['OVC'],[1500],,,,202601070206-KPHI-FTUS41-TAFACY-AAC,Forecast
KACY,2026-01-07 02:06,2026-01-07 07:00,FM070700 26007KT 4SM BR OVC005 WS020/24035KT,False,,7.0,260.0,0.0,4.0,['BR'],['OVC'],[500],2000.0,240.0,35.0,202601070206-KPHI-FTUS41-TAFACY-AAC,Forecast
KACY,2026-01-07 02:06,2026-01-07 11:00,FM071100 27010KT P6SM BKN020 WS020/25040KT,False,,10.0,270.0,0.0,6.01,[],['BKN'],[2000],2000.0,250.0,40.0,202601070206-KPHI-FTUS41-TAFACY-AAC,Forecast
KACY,2026-01-07 02:06,2026-01-07 13:00,FM071300 28014G24KT P6SM SCT040,False,,14.0,280.0,24.0,6.01,[],['SCT'],[4000],,,,202601070206-KPHI-FTUS41-TAFACY-AAC,Forecast
KACY,2026-01-07 02:06,2026-01-07 21:00,FM072100 29010G18KT P6SM SKC,False,,10.0,290.0,18.0,6.01,[],['SKC'],[None],,,,202601070206-KPHI-FTUS41-TAFACY-AAC,Forecast
KACY,2026-01-07 02:35,2026-01-07 02:35,0703/0724 18003KT 6SM BR BKN025,False,,3.0,180.0,0.0,6.0,['BR'],['BKN'],[2500],,,,202601070235-KPHI-FTUS41-TAFACY-AAD,Observation
KACY,2026-01-07 02:35,2026-01-07 03:00,TEMPO 0703/0705 1SM BR BKN004,True,2026-01-07 05:00,,,,1.0,['BR'],['BKN'],[400],,,,202601070235-KPHI-FTUS41-TAFACY-AAD,Temporary
KACY,2026-01-07 02:35,2026-01-07 05:00,FM070500 VRB03KT P6SM OVC015,False,,,,,6.01,[],['OVC'],[1500],,,,202601070235-KPHI-FTUS41-TAFACY-AAD,Forecast
KACY,2026-01-07 02:35,2026-01-07 07:00,FM070700 26007KT 4SM BR OVC005 WS020/24035KT,False,,7.0,260.0,0.0,4.0,['BR'],['OVC'],[500],2000.0,240.0,35.0,202601070235-KPHI-FTUS41-TAFACY-AAD,Forecast
KACY,2026-01-07 02:35,2026-01-07 11:00,FM071100 27010KT P6SM BKN020 WS020/25040KT,False,,10.0,270.0,0.0,6.01,[],['BKN'],[2000],2000.0,250.0,40.0,202601070235-KPHI-FTUS41-TAFACY-AAD,Forecast
KACY,2026-01-07 02:35,2026-01-07 13:00,FM071300 28014G24KT P6SM SCT040,False,,14.0,280.0,24.0,6.01,[],['SCT'],[4000],,,,202601070235-KPHI-FTUS41-TAFACY-AAD,Forecast
KACY,2026-01-07 02:35,2026-01-07 21:00,FM072100 29010G18KT P6SM SKC,False,,10.0,290.0,18.0,6.01,[],['SKC'],[None],,,,202601070235-KPHI-FTUS41-TAFACY-AAD,Forecast
KACY,2026-01-07 05:27,2026-01-07 05:27,0706/0806 26005KT 1/4SM FG SCT001 OVC002 WS020/26035KT,False,,5.0,260.0,0.0,0.25,['FG'],"['SCT', 'OVC']","[100, 200]",2000.0,260.0,35.0,202601070527-KPHI-FTUS41-TAFACY,Observation
KACY,2026-01-07 05:27,2026-01-07 08:00,FM070800 27006KT 1/4SM FG SCT001 BKN002 WS020/26035KT,False,,6.0,270.0,0.0,0.25,['FG'],"['SCT', 'BKN']","[100, 200]",2000.0,260.0,35.0,202601070527-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-07 05:27,2026-01-07 10:00,FM071000 26006KT 1 1/2SM BR SCT001 BKN004 WS020/28035KT,False,,6.0,260.0,0.0,1.5,['BR'],"['SCT', 'BKN']","[100, 400]",2000.0,280.0,35.0,202601070527-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-07 05:27,2026-01-07 12:00,FM071200 26007KT 6SM BR SCT001 BKN050 WS020/28040KT,False,,7.0,260.0,0.0,6.0,['BR'],"['SCT', 'BKN']","[100, 5000]",2000.0,280.0,40.0,202601070527-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-07 05:27,2026-01-07 14:00,FM071400 27009KT P6SM SCT001 BKN060,False,,9.0,270.0,0.0,6.01,[],"['SCT', 'BKN']","[100, 6000]",,,,202601070527-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-07 05:27,2026-01-07 18:00,FM071800 29013G23KT P6SM FEW080,False,,13.0,290.0,23.0,6.01,[],['FEW'],[8000],,,,202601070527-KPHI-FTUS41-TAFACY,Forecast
KACY,2026-01-07 05:27,2026-01-08 05:00,FM080500 30006KT P6SM FEW220 FEW250,False,,6.0,300.0,0.0,6.01,[],"['FEW', 'FEW']","[22000, 25000]",,,,202601070527-KPHI-FTUS41-TAFACY,Forecast
