station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth,anomaly,anomaly_score,is_anomaly,PC1,PC2
OOA,2026-01-08 03:15,41.0,32.0,70.06,160.0,8.0,0.0,29.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.2,KOOA 080315Z AUTO 16008KT 10SM CLR 05/00 A2976 RMK AO2 T00500001,M,1,-0.42252321319923447,0,1.6697708596820793,0.14097857606014422
OOA,2026-01-08 03:35,41.0,32.0,70.06,160.0,7.0,0.0,29.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.75,KOOA 080335Z AUTO 16007KT 10SM CLR 05/00 A2976 RMK AO2 T00490000,M,1,-0.4209792227880016,0,1.6731248070252314,0.02332866935275599
OOA,2026-01-08 03:55,39.2,32.0,75.14,160.0,8.0,0.0,29.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.98,KOOA 080355Z AUTO 16008KT 10SM CLR 04/00 A2976 RMK AO2 T00401001,M,1,-0.4193902177882696,0,1.7320675129742156,0.01380051706295218
OOA,2026-01-08 04:15,38.3,32.0,77.84,160.0,8.0,0.0,29.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.87,KOOA 080415Z AUTO 16008KT 10SM CLR 04/00 A2976 RMK AO2 T00350000,M,1,-0.4153067706035537,0,1.7671456555681058,-0.052936355997014184
OOA,2026-01-08 04:35,38.3,32.0,77.84,160.0,9.0,0.0,29.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,31.35,KOOA 080435Z AUTO 16009KT 10SM CLR 04/00 A2976 RMK AO2 T00350000,M,1,-0.4109272163750756,0,1.7637917082249546,0.06471355071037385
OOA,2026-01-08 04:55,40.3,32.4,73.16,160.0,10.0,0.0,29.76,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.38,KOOA 080455Z AUTO 16010KT 10SM CLR 05/00 A2976 RMK AO2 T00460002,M,1,-0.41436013502694335,0,1.7285376657756861,0.30660018157661506
OOA,2026-01-08 05:15,41.0,32.4,71.2,160.0,11.0,0.0,29.75,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.84,KOOA 080515Z AUTO 16011KT 10SM CLR 05/00 A2975 RMK AO2 T00500002,M,1,-0.41893609869191517,0,1.71847367671112,0.4786159113011653
OOA,2026-01-08 05:35,40.5,32.4,72.6,170.0,10.0,0.0,29.75,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.63,KOOA 080535Z AUTO 17010KT 10SM CLR 05/00 A2975 RMK AO2 T00470002,M,1,-0.41742491532161097,0,1.734536253221236,0.37823632711803423
OOA,2026-01-08 05:55,39.7,32.5,75.19,170.0,11.0,0.0,29.75,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.2,KOOA 080555Z AUTO 17011KT 10SM CLR 04/00 A2975 RMK AO2 T00430003 10086 20032 401561020,M,1,-0.4188778419824099,0,1.7704371213383863,0.43330207245027247
OOA,2026-01-08 06:15,41.0,33.0,72.94,170.0,11.0,0.0,29.74,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.84,KOOA 080615Z AUTO 17011KT 10SM CLR 05/01 A2974 RMK AO2 T00490005,M,1,-0.4207344558555089,0,1.7944672283670837,0.5048292095444934
OOA,2026-01-08 06:35,40.3,33.0,74.95,170.0,11.0,0.0,29.74,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.96,KOOA 080635Z AUTO 17011KT 10SM CLR 05/01 A2974 RMK AO2 T00460005,M,1,-0.41967955613644464,0,1.8195397066916814,0.4546934147233456
OOA,2026-01-08 06:55,40.0,33.0,75.83,160.0,10.0,0.0,29.73,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.0,KOOA 080655Z AUTO 16010KT 10SM CLR 05/01 A2973 RMK AO2 T00450005,M,1,-0.42139959436714697,0,1.8555526032210534,0.2680261325294767
OOA,2026-01-08 07:15,41.0,33.0,72.94,160.0,10.0,0.0,29.73,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.25,KOOA 080715Z AUTO 16010KT 10SM CLR 05/01 A2973 RMK AO2 T00500005,M,1,-0.4216351700171097,0,1.8192786376919694,0.340014071258775
OOA,2026-01-08 07:35,41.0,33.0,72.94,160.0,10.0,0.0,29.73,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.25,KOOA 080735Z AUTO 16010KT 10SM CLR 05/01 A2973 RMK AO2 T00490005,M,1,-0.4216351700171097,0,1.8192786376919694,0.340014071258775
OOA,2026-01-08 07:55,39.4,33.0,77.62,160.0,10.0,0.0,29.73,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.25,KOOA 080755Z AUTO 16010KT 10SM CLR 04/01 A2973 RMK AO2 T00410005,M,1,-0.41814239720299046,0,1.8786924181202416,0.22373162404541833
OOA,2026-01-08 08:15,40.3,33.3,75.86,160.0,10.0,0.0,29.73,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.38,KOOA 080815Z AUTO 16010KT 10SM CLR 05/01 A2973 RMK AO2 T00460007,M,1,-0.41880489735797344,0,1.876924707702887,0.2734016195708421
OOA,2026-01-08 08:35,40.3,33.3,75.86,160.0,10.0,0.0,29.73,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.38,KOOA 080835Z AUTO 16010KT 10SM CLR 05/01 A2973 RMK AO2 T00460007,M,1,-0.41880489735797344,0,1.876924707702887,0.2734016195708421
OOA,2026-01-08 08:55,41.0,33.8,75.32,150.0,10.0,0.0,29.72,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.25,KOOA 080855Z AUTO 15010KT 10SM CLR 05/01 A2972 RMK AO2 T00500010,M,1,-0.4287802963395631,0,1.9264528145191133,0.24982920907441902
OOA,2026-01-08 09:15,41.0,33.8,75.32,150.0,10.0,0.0,29.72,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.25,KOOA 080915Z AUTO 15010KT 10SM CLR 05/01 A2972 RMK AO2 T00510010,M,1,-0.4287802963395631,0,1.9264528145191133,0.24982920907441902
OOA,2026-01-08 09:35,40.6,34.0,77.11,160.0,9.0,0.0,29.71,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.21,KOOA 080935Z AUTO 16009KT 10SM CLR 05/01 A2971 RMK AO2 T00480011,M,1,-0.41888862445082425,0,1.979514695679762,0.1494546225519323
OOA,2026-01-08 09:55,41.0,34.3,76.84,150.0,9.0,0.0,29.7,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.7,KOOA 080955Z AUTO 15009KT 10SM CLR 05/01 A2970 RMK AO2 T00510013,M,1,-0.42878999114101224,0,2.0184466907440144,0.11508008613274348
OOA,2026-01-08 10:15,41.0,34.0,75.92,150.0,9.0,0.0,29.69,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.7,KOOA 081015Z AUTO 15009KT 10SM CLR 05/01 A2969 RMK AO2 T00490012,M,1,-0.43402780667749447,0,2.0027618546804393,0.1369672125310552
OOA,2026-01-08 10:35,39.6,34.0,80.17,150.0,9.0,0.0,29.69,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.96,KOOA 081035Z AUTO 15009KT 10SM CLR 04/01 A2969 RMK AO2 T00420011,M,1,-0.42715792774947847,0,2.058555921754631,0.03217059776929095
OOA,2026-01-08 10:55,39.7,34.3,80.82,150.0,8.0,0.0,29.69,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.6,KOOA 081055Z AUTO 15008KT 10SM CLR 04/01 A2969 RMK AO2 T00430013,M,1,-0.4332401555971107,0,2.0915683433717365,-0.0953277185774507
OOA,2026-01-08 11:15,40.0,34.7,81.17,150.0,7.0,0.0,29.69,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.53,KOOA 081115Z AUTO 15007KT 10SM CLR 04/02 A2969 RMK AO2 T00440015,M,1,-0.433023720450827,0,2.1275616149200602,-0.21342225757004452
OOA,2026-01-08 11:35,40.0,35.0,82.14,140.0,6.0,0.0,29.68,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.17,KOOA 081135Z AUTO 14006KT 10SM CLR 05/02 A2968 RMK AO2 T00450016,M,1,-0.44427410167089176,0,2.186420296911705,-0.39589449405805976
OOA,2026-01-08 11:55,40.0,35.4,83.46,150.0,7.0,0.0,29.68,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.53,KOOA 081155Z AUTO 15007KT 10SM CLR 05/02 A2968 RMK AO2 T00450019 10052 20041,M,1,-0.4393007420030172,0,2.2247945895866086,-0.2499330646600278
OOA,2026-01-08 12:15,40.6,35.6,82.18,140.0,7.0,0.0,29.67,M,10.0,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,35.26,KOOA 081215Z AUTO 14007KT 10SM SCT120 05/02 A2967 RMK AO2 T00480020,M,1,-0.44346143485701717,0,2.2424537006582255,-0.2618864035138289
OOA,2026-01-08 12:35,41.7,36.0,80.02,130.0,7.0,0.0,29.67,M,10.0,M,SCT,M,M,M,12000.00,M,M,M,M,M,M,M,M,M,M,36.6,KOOA 081235Z AUTO 13007KT 10SM SCT120 05/02 A2967 RMK AO2 T00540023,M,1,-0.44713490557918456,0,2.2455337980669503,-0.2532241892956712
OOA,2026-01-08 12:55,41.7,36.3,80.97,130.0,5.0,0.0,29.66,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.92,KOOA 081255Z AUTO 13005KT 10SM CLR 05/02 A2966 RMK AO2 T00540024,M,1,-0.45298305514405357,0,2.3029321075460176,-0.5005738911586327
OOA,2026-01-08 13:15,42.0,36.7,81.32,140.0,8.0,0.0,29.65,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.43,KOOA 081315Z AUTO 14008KT 10SM CLR 06/03 A2965 RMK AO2 T00550026,M,1,-0.4519548376995014,0,2.338320865978971,-0.0904761131254603
OOA,2026-01-08 13:35,41.0,37.0,85.53,140.0,8.0,0.0,29.66,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.2,KOOA 081335Z AUTO 14008KT 10SM CLR 05/03 A2966 RMK AO2 T00510027,M,1,-0.46206762717346134,0,2.400104207441181,-0.1922207871564972
OOA,2026-01-08 13:55,41.0,37.0,85.53,140.0,7.0,0.0,29.65,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,35.75,KOOA 081355Z AUTO 14007KT 10SM CLR 05/03 A2965 RMK AO2 T00500028,M,1,-0.45981808453087375,0,2.4205925239038217,-0.3046569645549428
OOA,2026-01-08 14:15,41.7,37.4,84.57,140.0,6.0,0.0,29.65,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.21,KOOA 081415Z AUTO 14006KT 10SM CLR 05/03 A2965 RMK AO2 T00540030,M,1,-0.4615527465665907,0,2.4382937613907316,-0.39092652862799837
OOA,2026-01-08 14:35,42.8,38.0,82.99,140.0,7.0,0.0,29.65,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,37.94,KOOA 081435Z AUTO 14007KT 10SM CLR 06/03 A2965 RMK AO2 T00600033,M,1,-0.46522589528809605,0,2.454757577060296,-0.2226952441328107
OOA,2026-01-08 14:55,43.3,39.0,84.67,140.0,6.0,0.0,29.65,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.14,KOOA 081455Z AUTO 14006KT 10SM CLR 06/04 A2965 RMK AO2 T00630038,M,1,-0.4714176963885951,0,2.550804637646744,-0.36107682307186884
OOA,2026-01-08 15:15,44.6,39.0,80.57,120.0,5.0,0.0,29.64,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.36,KOOA 081515Z AUTO 12005KT 10SM CLR 07/04 A2964 RMK AO2 T00700038,M,1,-0.4720762682428352,0,2.5243584417079274,-0.4779384122620833
OOA,2026-01-08 15:35,44.8,39.6,81.85,110.0,8.0,0.0,29.63,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,39.88,KOOA 081535Z AUTO 11008KT 10SM CLR 07/04 A2963 RMK AO2 T00710042,M,1,-0.48808601057455525,0,2.5945797832146424,-0.1914572625517835
OOA,2026-01-08 15:55,47.0,40.5,77.99,130.0,8.0,0.0,29.63,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.59,KOOA 081555Z AUTO 13008KT 10SM CLR 08/05 A2963 RMK AO2 T00830047,M,1,-0.48130046624296907,0,2.5981534152607693,0.026808526990844815
OOA,2026-01-08 16:15,49.0,41.7,75.79,130.0,8.0,0.0,29.62,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.05,KOOA 081615Z AUTO 13008KT 10SM CLR 10/05 A2962 RMK AO2 T00950054,M,1,-0.4904509087022041,0,2.6715605390869284,0.11127194762675444
OOA,2026-01-08 16:35,49.3,42.0,75.82,140.0,8.0,0.0,29.62,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.42,KOOA 081635Z AUTO 14008KT 10SM CLR 10/06 A2962 RMK AO2 T00960056,M,1,-0.4875913151543256,0,2.688609550706509,0.16902639555539092
OOA,2026-01-08 16:55,49.3,42.4,76.99,130.0,9.0,0.0,29.6,M,10.0,M,SCT,SCT,M,M,8500.00,12000.00,M,M,M,M,M,M,M,M,M,45.03,KOOA 081655Z AUTO 13009KT 10SM SCT085 SCT120 10/06 A2960 RMK AO2 T00960058,M,1,-0.4911696936834352,0,2.766214564893805,0.22360846513554897
OOA,2026-01-08 17:15,48.7,43.7,82.77,140.0,8.0,0.0,29.59,M,10.0,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,44.68,KOOA 081715Z AUTO 14008KT 10SM SCT080 09/07 A2959 RMK AO2 T00930065,M,1,-0.5029606548162253,0,2.9478180303522135,0.0469397726788469
OOA,2026-01-08 17:35,49.0,45.0,86.0,140.0,8.0,0.0,29.58,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.05,KOOA 081735Z AUTO 14008KT 7SM CLR 10/07 A2958 RMK AO2 T00950072,M,1,-0.552779524307243,0,3.435535351921928,-0.2931485726097563
OOA,2026-01-08 17:55,49.5,46.0,87.68,140.0,5.0,0.0,29.56,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.18,KOOA 081755Z AUTO 14005KT 4SM CLR 10/08 A2956 RMK AO2 T00970078 10097 20045,M,-1,-0.5782853570353281,1,3.9090976961686628,-0.9488788747189075
OOA,2026-01-08 18:15,49.5,47.3,92.09,130.0,5.0,0.03,29.53,M,2.0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,47.18,KOOA 081815Z AUTO 13005KT 2SM 10/09 A2953 RMK AO2 SKY OBSCURED P0003 T00970085,M,-1,-0.6481078103306558,1,4.709393269882514,-1.3972113377184436
OOA,2026-01-08 18:35,49.5,48.0,94.54,110.0,5.0,0.07,29.5,M,2.5,M,SCT,BKN,OVC,M,3700.00,4600.00,6500.00,M,M,M,M,M,M,M,M,47.18,KOOA 081835Z AUTO 11005KT 2 1/2SM SCT037 BKN046 OVC065 10/09 A2950 RMK AO2 P0007 T00970088,M,-1,-0.6688399359873071,1,5.287509314912886,-1.663828240326777
OOA,2026-01-08 18:55,49.5,48.4,95.97,120.0,8.0,0.13,29.49,M,2.0,M,SCT,BKN,OVC,M,2700.00,3200.00,4000.00,M,M,M,M,M,M,M,M,45.67,KOOA 081855Z AUTO 12008KT 2SM SCT027 BKN032 OVC040 10/09 A2949 RMK AO2 P0013 T00970091,M,-1,-0.6887040426433907,1,6.130293763970148,-1.600324247342783
OOA,2026-01-08 19:15,49.3,48.6,97.42,110.0,9.0,0.03,29.45,M,2.5,M,BKN,BKN,OVC,M,2700.00,3400.00,4000.00,M,M,M,M,M,M,M,M,45.03,KOOA 081915Z AUTO 11009KT 2 1/2SM BKN027 BKN034 OVC040 10/09 A2945 RMK AO2 P0003 T00960092,M,-1,-0.657527915186018,1,4.953877812583955,-1.0426198969647174
OOA,2026-01-08 19:35,49.5,48.7,97.06,100.0,11.0,0.11,29.42,M,1.75,M,SCT,BKN,BKN,M,2300.00,3000.00,4100.00,M,M,M,M,M,M,M,M,44.58,KOOA 081935Z AUTO 10011KT 1 3/4SM SCT023 BKN030 BKN041 10/09 A2942 RMK AO2 P0011 T00970093,M,-1,-0.6918648652684426,1,6.068794160902949,-1.2693404303057354
OOA,2026-01-08 19:55,50.0,49.0,96.34,100.0,13.0,0.22,29.38,M,1.25,M,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,50.0,KOOA 081955Z AUTO 10013KT 1 1/4SM VV007 10/10 A2938 RMK AO2 P0022 T01000095,M,-1,-0.720305769062728,1,7.544458567380531,-1.5375528424736278
OOA,2026-01-08 20:15,50.0,49.3,97.43,110.0,14.0,0.15,29.36,M,1.0,21.00,VV ,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,50.0,KOOA 082015Z AUTO 11014G21KT 1SM VV007 10/10 A2936 RMK AO2 P0015 T01000096,M,-1,-0.7198198566734457,1,6.778365602846668,-1.0840832899894328
OOA,2026-01-08 20:35,51.0,50.0,96.36,120.0,16.0,0.2,29.34,M,2.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,51.0,KOOA 082035Z AUTO 12016KT 2 1/2SM 11/10 A2934 RMK AO2 SKY OBSCURED P0020 T01050100,M,-1,-0.7195836656346526,1,7.278274965809611,-0.8269459928358237
OOA,2026-01-08 20:55,51.6,51.0,97.81,150.0,10.0,0.29,29.34,M,1.0,M,BKN,M,M,M,1100.00,M,M,M,M,M,M,M,M,M,M,51.6,KOOA 082055Z AUTO 15010KT 1SM BKN011 11/11 A2934 RMK AO2 P0029 60065 T01090105,M,-1,-0.7227044664990229,1,8.647001770514231,-1.94473154321761
OOA,2026-01-08 21:15,52.3,51.8,98.17,160.0,11.0,0.0,29.32,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,52.3,KOOA 082115Z AUTO 16011KT 4SM CLR 11/11 A2932 RMK AO2 T01130110,M,-1,-0.6137581905582178,1,4.844024675417904,-0.14952553027421364
OOA,2026-01-08 21:35,53.6,52.7,96.75,170.0,11.0,0.0,29.31,M,5.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,53.6,KOOA 082135Z AUTO 17011KT 5SM CLR 12/12 A2931 RMK AO2 T01200115,M,-1,-0.6149771354591907,1,4.785568410879444,0.057445523208413264
OOA,2026-01-08 21:55,54.0,53.2,97.11,160.0,9.0,0.0,29.29,M,5.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.0,KOOA 082155Z AUTO 16009KT 5SM CLR 12/12 A2929 RMK AO2 T01230118,M,-1,-0.6169348515048484,1,4.8706314956994206,-0.21845859574716747
OOA,2026-01-08 22:15,56.0,55.0,96.44,170.0,12.0,0.01,29.28,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.0,KOOA 082215Z AUTO 17012KT 4SM CLR 13/13 A2928 RMK AO2 P0001 T01330128,M,-1,-0.6558035402168921,1,5.222389653239842,0.10125007327955972
OOA,2026-01-08 22:35,57.2,56.3,96.8,160.0,15.0,0.01,29.26,M,5.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.2,KOOA 082235Z AUTO 16015KT 5SM CLR 14/14 A2926 RMK AO2 P0001 T01400135,M,-1,-0.6679006049198902,1,5.233530821743368,0.5269961645429789
OOA,2026-01-08 22:55,58.0,57.0,96.47,190.0,16.0,0.01,29.27,M,7.0,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.0,KOOA 082255Z AUTO 19016G24KT 7SM CLR 14/14 A2927 RMK AO2 P0001 T01440139,M,-1,-0.6750076755968468,1,5.019228663628203,1.013478883625522
OOA,2026-01-08 23:15,58.0,57.2,97.16,180.0,14.0,0.0,29.27,M,7.0,18.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.0,KOOA 082315Z AUTO 18014G18KT 7SM CLR 15/14 A2927 RMK AO2 T01450140,M,-1,-0.6388962789761364,1,4.931490131713372,0.7585196321063682
OOA,2026-01-08 23:35,58.0,57.0,96.47,180.0,15.0,0.0,29.26,M,7.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.0,KOOA 082335Z AUTO 18015KT 7SM CLR 14/14 A2926 RMK AO2 T01440139,M,-1,-0.6401690280395916,1,4.921508046559333,0.8940072078887671
OOA,2026-01-08 23:55,58.0,57.2,97.16,180.0,15.0,0.0,29.26,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.0,KOOA 082355Z AUTO 18015KT 10SM CLR 15/14 A2926 RMK AO2 60066 T01450140 10147 20096,M,-1,-0.6284415844193602,1,4.60873190275469,1.1738596364958973
OOA,2026-01-09 00:15,58.0,57.0,96.47,190.0,12.0,0.0,29.26,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.0,KOOA 090015Z AUTO 19012KT 10SM CLR 14/14 A2926 RMK AO2 T01440139,M,-1,-0.613685713097807,1,4.590708144991524,0.8859128170270735
OOA,2026-01-09 00:35,57.7,56.7,96.46,180.0,16.0,0.0,29.26,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,57.7,KOOA 090035Z AUTO 18016KT 10SM CLR 14/14 A2926 RMK AO2 T01430137,M,-1,-0.6315441453552793,1,4.560734570992812,1.2983645154828187
OOA,2026-01-09 00:55,58.0,57.2,97.16,190.0,16.0,0.0,29.26,M,7.0,M,SCT,SCT,M,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,58.0,KOOA 090055Z AUTO 19016KT 7SM SCT070 SCT080 15/14 A2926 RMK AO2 T01450140,M,-1,-0.6468314270640954,1,4.937593513284299,1.0514121357173558
OOA,2026-01-09 01:15,58.5,57.4,96.13,200.0,22.0,0.0,29.26,M,10.0,27.00,SCT,SCT,M,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,58.5,KOOA 090115Z AUTO 20022G27KT 10SM SCT070 SCT085 15/14 A2926 RMK AO2 T01470141,M,-1,-0.6560624437510421,1,4.575479238633633,2.130947290941839
OOA,2026-01-09 01:35,60.0,55.0,83.54,210.0,16.0,0.0,29.26,M,10.0,24.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,60.0,KOOA 090135Z AUTO 21016G24KT 10SM CLR 16/13 A2926 RMK AO2 T01550128,M,-1,-0.6065042294219557,1,4.252332832114066,1.7364041463151085
OOA,2026-01-09 01:55,58.6,52.0,78.68,230.0,29.0,0.0,29.27,M,10.0,36.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,58.6,KOOA 090155Z AUTO 23029G36KT 10SM CLR 15/11 A2927 RMK AO2 T01480111,M,-1,-0.6504398554340995,1,3.912763498523365,3.4255638201054293
OOA,2026-01-09 02:15,56.0,49.6,79.05,230.0,26.0,0.0,29.28,M,10.0,35.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,56.0,KOOA 090215Z AUTO 23026G35KT 10SM CLR 13/10 A2928 RMK AO2 T01340098,M,-1,-0.6385565970608926,1,3.7427548918740454,3.0093693178852647
OOA,2026-01-09 02:35,54.0,48.6,81.9,230.0,23.0,0.0,29.29,M,10.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,54.0,KOOA 090235Z AUTO 23023KT 10SM CLR 12/09 A2929 RMK AO2 T01230092,M,-1,-0.6173481757249375,1,3.7021896630207576,2.5601191982514626
OOA,2026-01-09 02:55,47.0,44.8,92.0,270.0,23.0,0.0,29.33,M,7.0,29.00,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,38.48,KOOA 090255Z AUTO 27023G29KT 7SM CLR 08/07 A2933 RMK AO2 T00830071,M,-1,-0.6161918002295956,1,3.828521414883568,2.1336144543113136
OOA,2026-01-09 03:15,45.0,43.5,94.44,270.0,19.0,0.0,29.36,M,5.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,36.63,KOOA 090315Z AUTO 27019KT 5SM CLR 07/06 A2936 RMK AO2 T00720064,M,-1,-0.5757712023616399,1,3.9611075787750885,1.3679423695076087
OOA,2026-01-09 03:35,44.0,42.4,94.05,280.0,21.0,0.0,29.38,M,3.0,25.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,34.86,KOOA 090335Z AUTO 28021G25KT 3SM 07/06 A2938 RMK AO2 SKY OBSCURED T00660058,M,-1,-0.591239761921127,1,4.058396225971669,1.4375210481305687
OOA,2026-01-09 03:55,42.8,41.5,95.11,270.0,20.0,0.0,29.4,M,3.0,24.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,33.48,KOOA 090355Z AUTO 27020G24KT 3SM 06/05 A2940 RMK AO2 SKY OBSCURED T00600053,M,-1,-0.5811393396890495,1,3.9855212661090387,1.2137741308759675
OOA,2026-01-09 04:15,42.0,41.0,96.21,280.0,18.0,0.0,29.42,M,4.0,24.00,SCT,M,M,M,700.00,M,M,M,M,M,M,M,M,M,M,32.91,KOOA 090415Z AUTO 28018G24KT 4SM SCT007 06/05 A2942 RMK AO2 T00550050,M,1,-0.5580854119072947,0,3.823670656929157,1.0817946675347385
OOA,2026-01-09 04:35,41.4,40.3,95.83,280.0,16.0,0.0,29.45,M,4.0,M,CLR,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.67,KOOA 090435Z AUTO 28016KT 4SM CLR 05/05 A2945 RMK AO2 T00520046,M,1,-0.54047695680696,0,3.7249640155700012,0.8259228114369779
OOA,2026-01-09 04:55,41.0,40.0,96.19,280.0,15.0,0.0,29.47,M,3.0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.45,KOOA 090455Z AUTO 28015KT 3SM 05/05 A2947 RMK AO2 SKY OBSCURED T00510045,M,1,-0.5487059741095635,0,3.7909647633073233,0.5857919661582299
OOA,2026-01-09 05:15,41.0,40.3,97.32,280.0,16.0,0.0,29.49,M,2.5,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.15,KOOA 090515Z AUTO 28016G21KT 2 1/2SM 05/05 A2949 RMK AO2 SKY OBSCURED T00500046,M,1,-0.557971259762311,0,3.8474089414622785,0.6234634110885323
OOA,2026-01-09 05:35,41.0,40.0,96.19,280.0,15.0,0.0,29.5,M,2.5,21.00,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32.45,KOOA 090535Z AUTO 28015G21KT 2 1/2SM 05/05 A2950 RMK AO2 SKY OBSCURED T00490045,M,1,-0.554830934875862,0,3.795651431071365,0.5214047168358706
